Building Name,Building Type,Latitude,Longitude,Connected Nodes
6784613-1,P;,43.0745344,-89.4095959,6784613-2;Taylor Hall;Stovall Building (Wisconsin State Laboratory of Hygiene);39015627-1;39015617-1
6784613-2,P;,43.0746132,-89.4095949,6784613-1;6784613-3;Taylor Hall;Stovall Building (Wisconsin State Laboratory of Hygiene);265146774-1
6784613-3,P;,43.0746804,-89.4095908,6784613-2;6784613-4;Stovall Building (Wisconsin State Laboratory of Hygiene);Nutritional Sciences
6784613-4,P;,43.075057,-89.4095769,6784613-3;6784613-5;Stovall Building (Wisconsin State Laboratory of Hygiene);385380032-2
6784613-5,P;,43.0750811,-89.4095773,6784613-4;6784613-6;305439325-1
6784613-6,P;,43.0751224,-89.4095779,6784613-5;6668763-14
385379975-1,P;,43.0750465,-89.4101849,385379975-2;Stovall Building (Wisconsin State Laboratory of Hygiene);Linden & Henry (EB);385379963-2
385379975-2,P;,43.0750461,-89.4101497,385379975-1;385379975-3;Stovall Building (Wisconsin State Laboratory of Hygiene);Linden & Henry (EB);6719885-12
385379975-3,P;,43.0750448,-89.4100829,385379975-2;Stovall Building (Wisconsin State Laboratory of Hygiene);39015625-35;39015625-36;295173807-1
295173807-1,P;,43.0750505,-89.4100775,295173807-2;Stovall Building (Wisconsin State Laboratory of Hygiene);39015625-35;39015625-36;385379975-3
295173807-2,P;,43.0751272,-89.4100785,295173807-1;295173807-3;Stovall Building (Wisconsin State Laboratory of Hygiene);6668763-10
295173807-3,P;,43.0752034,-89.4100772,295173807-2;38855267-10
385380032-1,P;,43.0750481,-89.4096422,385380032-2;Stovall Building (Wisconsin State Laboratory of Hygiene);39015625-37;39015626-1
385380032-2,P;,43.075057,-89.4095769,385380032-1;385380032-3;Stovall Building (Wisconsin State Laboratory of Hygiene);6784613-4
385380032-3,P;,43.075062,-89.4095448,385380032-2;385380032-4;Stovall Building (Wisconsin State Laboratory of Hygiene);305439325-2
385380032-4,P;,43.075071,-89.4094862,385380032-3;Nutritional Sciences;385380054-1
265146784-1,P;,43.0751233,-89.4096689,265146784-2;6668763-13
265146784-2,P;,43.075201,-89.4096603,265146784-1;265146784-3;38855267-8
265146784-3,P;,43.0752246,-89.4096561,265146784-2;265146785-5;295173812-1
265146785-1,P;,43.0753873,-89.409601,265146785-2
265146785-2,P;,43.075337,-89.40962,265146785-1;265146785-3
265146785-3,P;,43.0752991,-89.4096455,265146785-2;265146785-4
265146785-4,P;,43.075258,-89.4096718,265146785-3;265146785-5
265146785-5,P;,43.0752246,-89.4096561,265146785-4;265146784-3;295173812-1
295173812-1,P;,43.0752246,-89.4096561,295173812-2;265146784-3;265146785-5
295173812-2,P;,43.075245,-89.4096153,295173812-1;295173812-3
295173812-3,P;,43.0752849,-89.4095818,295173812-2;295173812-4
295173812-4,P;,43.0753263,-89.4095567,295173812-3;295173812-5
295173812-5,P;,43.0753873,-89.4095366,295173812-4
295598101-1,P;,43.0753618,-89.4103072,295598101-2;Agricultural Hall;295598103-2
295598101-2,P;,43.0753445,-89.4103156,295598101-1;295598101-3;Agricultural Hall;403184152-1
295598101-3,P;,43.075312,-89.4103314,295598101-2;456466188-2
403184152-1,P;,43.0753445,-89.4103156,403184152-2;Agricultural Hall;295598101-2
403184152-2,P;,43.0753467,-89.4102471,403184152-1;Agricultural Hall;295598105-2
295598103-1,P;,43.0754206,-89.4103083,295598103-2;Agricultural Hall;38855846-2
295598103-2,P;,43.0753618,-89.4103072,295598103-1;Agricultural Hall;295598101-1
295598105-1,P;,43.0753611,-89.4102531,295598105-2;Agricultural Hall;295598100-2
295598105-2,P;,43.0753467,-89.4102471,295598105-1;295598105-3;Agricultural Hall;403184152-2
295598105-3,P;,43.0753099,-89.4102317,295598105-2;Agricultural Hall;456466191-2
295598100-1,P;,43.0754211,-89.4102547,295598100-2;Agricultural Hall;38855845-2
295598100-2,P;,43.0753611,-89.4102531,295598100-1;Agricultural Hall;295598105-1
38855846-1,P;,43.0754719,-89.4103092,38855846-2;Agricultural Hall;38953075-11
38855846-2,P;,43.0754206,-89.4103083,38855846-1;Agricultural Hall;295598103-1
456466187-1,P;,43.0754716,-89.4102826,456466187-2;Agricultural Hall;38953075-12
456466187-2,P;,43.0755037,-89.4102801,456466187-1;Agricultural Hall
38855845-1,P;,43.0754713,-89.410256,38855845-2;Agricultural Hall;38953075-13
38855845-2,P;,43.0754211,-89.4102547,38855845-1;Agricultural Hall;295598100-1
38953069-1,P;,43.0759187,-89.4106234,38953069-2;Agricultural Hall;295042226-8
38953069-2,P;,43.0759219,-89.4106956,38953069-1;38953069-3;Agricultural Hall
38953069-3,P;,43.0759253,-89.4107762,38953069-2;38953069-4;Hiram Smith Hall Annex
38953069-4,P;,43.0759312,-89.4108537,38953069-3;38953069-5;Hiram Smith Hall Annex
38953069-5,P;,43.0759319,-89.4108947,38953069-4;38953069-6;Hiram Smith Hall Annex
38953069-6,P;,43.0759298,-89.410943,38953069-5;38953069-7;Hiram Smith Hall Annex
38953069-7,P;,43.0759224,-89.4109994,38953069-6;Hiram Smith Hall Annex;38953070-4
38953075-1,P;,43.075734,-89.4110311,38953075-2;Hiram Smith Hall Annex;295042226-3
38953075-2,P;,43.0757167,-89.4109933,38953075-1;38953075-3;Hiram Smith Hall Annex
38953075-3,P;,43.0757027,-89.4109598,38953075-2;38953075-4;Hiram Smith Hall Annex
38953075-4,P;,43.0756799,-89.4109045,38953075-3;38953075-5;Hiram Smith Hall Annex
38953075-5,P;,43.0756509,-89.4108404,38953075-4;38953075-6
38953075-6,P;,43.0756277,-89.4108068,38953075-5;38953075-7;38953070-10
38953075-7,P;,43.075609,-89.4107797,38953075-6;38953075-8
38953075-8,P;,43.0755327,-89.410712,38953075-7;38953075-9;Agricultural Hall
38953075-9,P;,43.0754939,-89.4106646,38953075-8;38953075-10;Agricultural Hall
38953075-10,P;,43.0754733,-89.4106121,38953075-9;38953075-11;Agricultural Hall
38953075-11,P;,43.0754719,-89.4103092,38953075-10;38953075-12;Agricultural Hall;38855846-1
38953075-12,P;,43.0754716,-89.4102826,38953075-11;38953075-13;Agricultural Hall;456466187-1
38953075-13,P;,43.0754713,-89.410256,38953075-12;38953075-14;Agricultural Hall;38855845-1
38953075-14,P;,43.0754733,-89.4101118,38953075-13;38953075-15;Agricultural Hall
38953075-15,P;,43.0754788,-89.4099648,38953075-14;38953075-16;Agricultural Hall
38953075-16,P;,43.0754851,-89.4098816,38953075-15;38953075-17;Agricultural Hall
38953075-17,P;,43.0754995,-89.4098232,38953075-16;38953075-18;Agricultural Hall;193574313-1
38953075-18,P;,43.0756505,-89.4098316,38953075-17;38953075-19;Agricultural Hall
38953075-19,P;,43.0757247,-89.4098099,38953075-18;38953075-20;Agricultural Hall
38953075-20,P;,43.0757882,-89.4097803,38953075-19;38953075-21;Agricultural Hall
38953075-21,P;,43.0759139,-89.4097778,38953075-20;38953075-22;Agricultural Hall;38953078-7
38953075-22,P;,43.0759984,-89.4101996,38953075-21;38953075-23;Agricultural Hall;403186629-13
38953075-23,P;,43.0760042,-89.4102286,38953075-22;38953075-24;Agricultural Hall
38953075-24,P;,43.0760897,-89.4102255,38953075-23;Agricultural Hall;655399903-1;38953090-16
403186629-1,P;,43.075947,-89.4105885,403186629-2;Agricultural Hall;295042226-9
403186629-2,P;,43.0759677,-89.4104934,403186629-1;403186629-3;Agricultural Hall
403186629-3,P;,43.0759745,-89.4104532,403186629-2;403186629-4;Agricultural Hall
403186629-4,P;,43.0759745,-89.4104196,403186629-3;403186629-5;Agricultural Hall
403186629-5,P;,43.0759693,-89.4103713,403186629-4;403186629-6;Agricultural Hall
403186629-6,P;,43.0759637,-89.4103499,403186629-5;403186629-7;Agricultural Hall
403186629-7,P;,43.0759592,-89.4103397,403186629-6;403186629-8;Agricultural Hall
403186629-8,P;,43.07595,-89.4103191,403186629-7;403186629-9;Agricultural Hall
403186629-9,P;,43.0759461,-89.410303,403186629-8;403186629-10;Agricultural Hall
403186629-10,P;,43.0759432,-89.4102708,403186629-9;403186629-11;Agricultural Hall
403186629-11,P;,43.0759443,-89.4102549,403186629-10;403186629-12;Agricultural Hall
403186629-12,P;,43.075949,-89.4102373,403186629-11;403186629-13;Agricultural Hall
403186629-13,P;,43.0759984,-89.4101996,403186629-12;Agricultural Hall;38953075-22
305438431-1,P;,43.0756312,-89.4096419,305438431-2
305438431-2,P;,43.075954,-89.409632,305438431-1;305438431-3;38953078-4
305438431-3,P;,43.0760985,-89.4096399,305438431-2;38953090-11;38953090-12
38953078-1,P;,43.075938,-89.40922,38953078-2;Washburn Observatory
38953078-2,P;,43.0759546,-89.4095096,38953078-1;38953078-3
38953078-3,P;,43.0759562,-89.4095983,38953078-2;38953078-4
38953078-4,P;,43.075954,-89.409632,38953078-3;38953078-5;305438431-2
38953078-5,P;,43.075952,-89.4096621,38953078-4;38953078-6
38953078-6,P;,43.0759342,-89.4097172,38953078-5;38953078-7
38953078-7,P;,43.0759139,-89.4097778,38953078-6;Agricultural Hall;38953075-21
299404793-1,P;,43.0760539,-89.4118327,299404793-2;Microbial Sciences Building;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;189137174-5
299404793-2,P;,43.0760536,-89.4120953,299404793-1;Microbial Sciences Building;Hiram Smith Hall
403184145-1,P;,43.0762005,-89.4117692,403184145-2;Hiram Smith Hall;Agricultural Heating Station;6590885-4
403184145-2,P;,43.076174,-89.411828,403184145-1;Hiram Smith Hall;Agricultural Heating Station;189137174-4
382201601-1,P;,43.0764245,-89.4119382,382201601-2;Agricultural Heating Station;38953065-6;189137174-1;385379989-1
382201601-2,P;,43.0764422,-89.4118914,382201601-1;382201601-3;Agricultural Heating Station;6590885-2
382201601-3,P;,43.0764542,-89.4118617,382201601-2;Agricultural Heating Station;382201602-1
385379989-1,P;,43.0764245,-89.4119382,385379989-2;Agricultural Heating Station;38953065-6;189137174-1;382201601-1
385379989-2,P;,43.0764701,-89.4119922,385379989-1;385379989-3;Agricultural Heating Station;589676929-4
385379989-3,P;,43.0765123,-89.4120473,385379989-2;Agricultural Heating Station;38226233-1;38226221-6
589676929-1,P;,43.0766473,-89.4114939,589676929-2;Agricultural Heating Station;Soils Building;589676928-11
589676929-2,P;,43.0766261,-89.4115795,589676929-1;589676929-3;Agricultural Heating Station;Soils Building;385380015-2
589676929-3,P;,43.0764949,-89.4119183,589676929-2;589676929-4;Agricultural Heating Station;6590885-1
589676929-4,P;,43.0764701,-89.4119922,589676929-3;589676929-5;Agricultural Heating Station;385379989-2
589676929-5,P;,43.0764459,-89.4121129,589676929-4;589676929-6;Agricultural Heating Station
589676929-6,P;,43.0764282,-89.4122428,589676929-5;589676929-7
589676929-7,P;,43.0764314,-89.4125845,589676929-6;589676929-8;382211461-2
589676929-8,P;,43.0764313,-89.4127012,589676929-7;38856038-6;189598319-1;189598315-1
382201602-1,P;,43.0764542,-89.4118617,382201602-2;Agricultural Heating Station;382201601-3
382201602-2,P;,43.0765302,-89.4116732,382201602-1;382201602-3;Agricultural Heating Station;Soils Building;403184143-2
382201602-3,P;,43.0765774,-89.411557,382201602-2;Agricultural Heating Station;Soils Building;385380015-3;456466192-1
403184143-1,P;,43.0764451,-89.4115215,403184143-2;Agricultural Heating Station;Soils Building;38953066-1;456466192-2
403184143-2,P;,43.0765302,-89.4116732,403184143-1;Agricultural Heating Station;Soils Building;382201602-2
385380015-1,P;,43.076677,-89.4116024,385380015-2;Agricultural Heating Station;Soils Building;38226221-9
385380015-2,P;,43.0766261,-89.4115795,385380015-1;385380015-3;Agricultural Heating Station;Soils Building;589676929-2
385380015-3,P;,43.0765774,-89.411557,385380015-2;Agricultural Heating Station;Soils Building;382201602-3;456466192-1
6590885-1,P;,43.0764949,-89.4119183,6590885-2;Agricultural Heating Station;589676929-3
6590885-2,P;,43.0764422,-89.4118914,6590885-1;6590885-3;Agricultural Heating Station;382201601-2
6590885-3,P;,43.0762192,-89.4117861,6590885-2;6590885-4;Hiram Smith Hall;Agricultural Heating Station
6590885-4,P;,43.0762005,-89.4117692,6590885-3;6590885-5;Hiram Smith Hall;Agricultural Heating Station;403184145-1
6590885-5,P;,43.0762016,-89.4114121,6590885-4;6590885-6;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;295598116-1
6590885-6,P;,43.0762021,-89.4112572,6590885-5;6590885-7;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall
6590885-7,P;,43.0761869,-89.4112178,6590885-6;6590885-8;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;295598116-18
6590885-8,P;,43.0761739,-89.4111851,6590885-7;6590885-9;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall
6590885-9,P;,43.0761484,-89.4111293,6590885-8;6590885-10;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;38953066-10
6590885-10,P;,43.0761269,-89.4110817,6590885-9;6590885-11;Hiram Smith Hall;Hiram Smith Hall Annex;Soils Building;King Hall
6590885-11,P;,43.0761061,-89.4110475,6590885-10;6590885-12;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
6590885-12,P;,43.0760963,-89.4110328,6590885-11;6590885-13;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
6590885-13,P;,43.0760846,-89.4110086,6590885-12;6590885-14;Hiram Smith Hall Annex;King Hall
6590885-14,P;,43.0760797,-89.4109831,6590885-13;6590885-15;Hiram Smith Hall Annex;King Hall
6590885-15,P;,43.0760787,-89.4109483,6590885-14;Hiram Smith Hall Annex;King Hall
38953066-1,P;,43.0764451,-89.4115215,38953066-2;Agricultural Heating Station;Soils Building;403184143-1;456466192-2
38953066-2,P;,43.0764221,-89.4115153,38953066-1;38953066-3;Agricultural Heating Station;Soils Building
38953066-3,P;,43.0763947,-89.4114538,38953066-2;38953066-4;Agricultural Heating Station;Soils Building;King Hall
38953066-4,P;,43.0763884,-89.4113916,38953066-3;38953066-5;Agricultural Heating Station;Soils Building;King Hall
38953066-5,P;,43.0763841,-89.4112868,38953066-4;38953066-6;Agricultural Heating Station;Soils Building;King Hall
38953066-6,P;,43.0763808,-89.4112253,38953066-5;38953066-7;Agricultural Heating Station;Soils Building;King Hall
38953066-7,P;,43.0763664,-89.411184,38953066-6;38953066-8;Agricultural Heating Station;Soils Building;King Hall
38953066-8,P;,43.0763476,-89.4111555,38953066-7;38953066-9;Agricultural Heating Station;Soils Building;King Hall
38953066-9,P;,43.0763143,-89.4111336,38953066-8;38953066-10;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall
38953066-10,P;,43.0761484,-89.4111293,38953066-9;38953066-11;Hiram Smith Hall;Hiram Smith Hall Annex;Agricultural Heating Station;Soils Building;King Hall;6590885-9
38953066-11,P;,43.0761132,-89.4111284,38953066-10;Hiram Smith Hall;Hiram Smith Hall Annex;Soils Building;King Hall;38953067-1
38953067-1,P;,43.0761132,-89.4111284,38953067-2;Hiram Smith Hall;Hiram Smith Hall Annex;Soils Building;King Hall;38953066-11
38953067-2,P;,43.0760936,-89.4111116,38953067-1;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall;295598113-4
295598113-1,P;,43.0760166,-89.4110564,295598113-2;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall;38953070-1
295598113-2,P;,43.0760456,-89.4110758,295598113-1;295598113-3;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
295598113-3,P;,43.076075,-89.4110992,295598113-2;295598113-4;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall
295598113-4,P;,43.0760936,-89.4111116,295598113-3;Hiram Smith Hall;Hiram Smith Hall Annex;King Hall;38953067-2
295042226-1,P;,43.0757386,-89.4111979,295042226-2;Hiram Smith Hall;Hiram Smith Hall Annex;189137174-12
295042226-2,P;,43.0757415,-89.411124,295042226-1;295042226-3;Hiram Smith Hall Annex
295042226-3,P;,43.075734,-89.4110311,295042226-2;295042226-4;Hiram Smith Hall Annex;38953075-1
295042226-4,P;,43.0757504,-89.4109676,295042226-3;295042226-5;Hiram Smith Hall Annex
295042226-5,P;,43.0757793,-89.4108881,295042226-4;295042226-6;Hiram Smith Hall Annex;38953070-7
295042226-6,P;,43.0758087,-89.4108255,295042226-5;295042226-7;Hiram Smith Hall Annex
295042226-7,P;,43.0758463,-89.4107456,295042226-6;295042226-8;Agricultural Hall
295042226-8,P;,43.0759187,-89.4106234,295042226-7;295042226-9;Agricultural Hall;38953069-1
295042226-9,P;,43.075947,-89.4105885,295042226-8;295042226-10;Agricultural Hall;403186629-1
295042226-10,P;,43.075965,-89.4105663,295042226-9;295042226-11;Agricultural Hall
295042226-11,P;,43.0760086,-89.4105353,295042226-10;295042226-12;Agricultural Hall
295042226-12,P;,43.0760922,-89.4105327,295042226-11;295042226-13;King Hall
295042226-13,P;,43.0761769,-89.4105591,295042226-12;295042226-14;King Hall
295042226-14,P;,43.0763505,-89.4105925,295042226-13;295042226-15;King Hall;655399903-5
295042226-15,P;,43.0764278,-89.4106199,295042226-14;295042226-16;King Hall
295042226-16,P;,43.0765099,-89.4106658,295042226-15;295042226-17;King Hall
295042226-17,P;,43.0765374,-89.4106884,295042226-16;295042226-18;King Hall
295042226-18,P;,43.076567,-89.4107475,295042226-17;295042226-19;Soils Building;King Hall
295042226-19,P;,43.0766111,-89.4108897,295042226-18;295042226-20;Soils Building;King Hall;878639261-1
295042226-20,P;,43.0766568,-89.4108891,295042226-19;Soils Building;King Hall;385380001-1;385381130-20
456466192-1,P;,43.0765774,-89.411557,456466192-2;Agricultural Heating Station;Soils Building;382201602-3;385380015-3
456466192-2,P;,43.0764451,-89.4115215,456466192-1;Agricultural Heating Station;Soils Building;403184143-1;38953066-1
440424670-1,P;,43.0767114,-89.4115306,440424670-2;Agricultural Heating Station;Soils Building;440424671-2
440424670-2,P;,43.0766918,-89.4115305,440424670-1;Agricultural Heating Station;Soils Building;38226221-10
878639261-1,P;,43.0766111,-89.4108897,878639261-2;Soils Building;King Hall;295042226-19
878639261-2,P;,43.0765426,-89.410898,878639261-1;Soils Building;King Hall
385380001-1,P;,43.0766568,-89.4108891,385380001-2;Soils Building;King Hall;295042226-20;385381130-20
385380001-2,P;,43.0767076,-89.4108908,385380001-1;385380001-3;Soils Building;King Hall;589676928-7
385380001-3,P;,43.0767543,-89.4108965,385380001-2;Soils Building;King Hall;402057759-2;38226221-13
38226233-1,P;,43.0765123,-89.4120473,38226233-2;Agricultural Heating Station;385379989-3;38226221-6
38226233-2,P;,43.0768338,-89.4119381,38226233-1;38226233-3;Slichter Residence Hall
38226233-3,P;,43.0769141,-89.4119179,38226233-2;38226233-4;Slichter Residence Hall;38953113-5
38226233-4,P;,43.0773727,-89.4119173,38226233-3;38226233-5;Slichter Residence Hall;295042233-1
